Shields stress,slope,median grain size (m),flow depth (m),density (kg/m3),observation method,used in this study,citation
0.040,0.00134,0.00306,0.153,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03335"
0.040,0.00134,0.00258,0.129,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03336"
0.048,0.00403,0.00261,0.0522,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03337"
0.050,0.0042,0.00404,0.0808,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03338"
0.043,0.00722,0.00434,0.0434,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03339"
0.043,0.00795,0.0021,0.0191,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03340"
0.043,0.00722,0.00314,0.0314,2680,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03341"
0.036,0.000173,0.0004,0.1333,2600,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03342"
0.097,0.000144,0.000102,0.1133,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03343"
0.126,0.000208,0.000102,0.102,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03344"
0.120,0.000198,0.000102,0.102,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03345"
0.226,0.000168,3.70E-05,0.074,2490,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03346"
0.228,0.00017,3.70E-05,0.074,2490,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03347"
0.030,0.00185,0.0062,0.155,2540,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03348"
0.032,0.00197,0.0062,0.155,2540,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03349"
0.030,0.00231,0.0062,0.124,2540,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03350"
0.041,0.00316,0.0062,0.124,2540,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03351"
0.038,0.00351,0.0062,0.1033,2540,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03352"
0.032,0.00345,0.0062,0.0886,2540,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03353"
0.036,0.00388,0.0062,0.0886,2540,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03354"
0.032,0.00542,0.0062,0.0564,2540,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03355"
0.023,0.00425,0.0062,0.0517,2540,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03356"
0.050,0.0038,0.0085,0.17,2520,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03357"
0.056,0.00596,0.0085,0.1214,2520,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03358"
0.037,0.00787,0.0085,0.0607,2520,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03359"
0.039,0.0166,0.0085,0.0304,2520,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03360"
0.037,0.00619,0.02,0.1818,2520,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03361"
0.031,0.0066,0.02,0.1429,2520,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03362"
0.036,0.00985,0.02,0.1111,2520,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03363"
0.031,0.0108,0.02,0.087,2520,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03364"
0.027,0.0135,0.02,0.0606,2520,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03365"
0.032,0.019,0.02,0.0513,2520,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03366"
0.031,0.0259,0.02,0.0364,2520,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03367"
0.037,0.00165,0.005,0.1667,2490,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03368"
0.039,0.00232,0.005,0.125,2490,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03369"
0.042,0.0025,0.005,0.125,2490,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03370"
0.038,0.00226,0.005,0.125,2490,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03371"
0.037,0.00276,0.005,0.1,2490,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03372"
0.027,0.00322,0.005,0.0625,2490,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03373"
0.026,0.000215,0.0003,0.06,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03374"
0.023,0.00228,0.00357,0.0595,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03375"
0.027,0.00356,0.00357,0.0446,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03376"
0.029,0.00909,0.00357,0.0188,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03377"
0.023,0.00114,0.00179,0.0597,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03378"
0.025,0.00165,0.00179,0.0447,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03379"
0.019,0.00188,0.00179,0.0298,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03380"
0.017,0.00224,0.00179,0.0224,2650,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03381"
0.017,0.000281,0.000895,0.0895,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03382"
0.021,0.000693,0.000895,0.0447,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03383"
0.018,0.000594,0.000895,0.0447,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03384"
0.020,0.00132,0.000895,0.0224,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03385"
0.020,0.000198,0.000508,0.0847,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03386"
0.024,0.000356,0.000508,0.0564,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03387"
0.022,0.000363,0.000508,0.0508,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03388"
0.025,0.000825,0.000508,0.0254,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03389"
0.029,0.000239,0.000359,0.0718,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03390"
0.026,0.000413,0.000359,0.0598,3650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03391"
0.027,0.000401,0.000359,0.0399,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03392"
0.023,0.00152,0.000359,0.009,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03393"
0.032,0.000158,0.000254,0.0847,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03394"
0.035,0.000231,0.000254,0.0635,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03395"
0.041,0.000541,0.000254,0.0318,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03396"
0.039,0.000129,0.00018,0.09,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03397"
0.046,0.00038,0.00018,0.036,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03398"
0.052,0.000172,0.000127,0.0635,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03399"
0.052,0.000172,0.000127,0.0635,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03400"
0.040,0.00066,0.000127,0.0127,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03401"
0.056,0.000622,0.00018,0.06,4700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03402"
0.056,0.00104,0.00018,0.036,4700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03403"
0.062,0.00138,0.00018,0.03,4700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03404"
0.058,0.000429,0.000127,0.0635,4700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03405"
0.060,0.000444,0.000127,0.0635,4700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03406"
0.059,0.000655,0.000127,0.0423,4700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03407"
0.063,0.000932,0.000127,0.0318,4700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03408"
0.057,0.000211,9.00E-05,0.09,4700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03409"
0.070,0.000518,9.00E-05,0.045,4700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03410"
0.058,0.000429,9.00E-05,0.045,4700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03411"
0.081,0.0012,9.00E-05,0.0225,4700,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03412"
0.039,0.00064,0.0009,0.09,2640,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03413"
0.038,0.00125,0.0018,0.09,2640,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03414"
0.047,0.00308,0.0033,0.0825,2640,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03415"
0.043,0.00308,0.0018,0.09,4580,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03416"
0.039,0.000133,0.0015,0.15,1340,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03417"
0.031,0.000508,0.0009,0.09,2640,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03418"
0.030,0.000984,0.0018,0.09,2640,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03419"
0.037,0.00243,0.0033,0.0825,2640,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03420"
0.035,0.00251,0.0018,0.09,4580,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03421"
0.031,0.000105,0.0015,0.15,1340,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03422"
0.027,0.000443,0.0009,0.09,2640,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03423"
0.026,0.000853,0.0018,0.09,2640,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03424"
0.031,0.00203,0.0033,0.0825,2640,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03425"
0.028,0.002,0.0018,0.09,4580,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03426"
0.026,8.84E-05,0.0015,0.15,1340,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03427"
0.025,0.00041,0.0009,0.09,2640,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03428"
0.021,0.000689,0.0018,0.09,2640,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03429"
0.027,0.00177,0.0033,0.0825,2640,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03430"
0.023,0.00165,0.0018,0.09,4580,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03431"
0.024,8.16E-05,0.0015,0.15,1340,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03432"
0.018,0.00508,0.00671,0.0395,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03433"
0.025,0.00498,0.00571,0.0476,2660,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03434"
0.021,0.00321,0.00326,0.0362,2700,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03435"
0.021,0.00321,0.00326,0.0362,2700,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03436"
0.034,0.0101,0.00221,0.011,2490,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03437"
0.024,0.00174,0.00163,0.0326,2450,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03438"
0.024,0.00174,0.00163,0.0326,2450,Visual,yes,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03439"
0.094,0.000109,6.60E-05,0.0943,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03440"
0.121,0.00016,6.60E-05,0.0825,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03441"
0.127,0.00021,6.60E-05,0.066,2650,Visual,no,"Buffington, J. M., & Montgomery, D. R. (1997). A systematic analysis of eight decades of incipient motion studies, with special reference to gravel- bedded rivers. Water Resources Research, 33(8), 1993–2029. doi: 10.1029/ 96WR03442"
